     2027926.000;0012620;FR0010149120;PART FDS OBLIGATIONS - AGREES;CARMIGNAC SECURITE FCP SECURITE FCP;369;354;EUR;26011989;00000000;0.0000000000;0.000000;EUR;2024;1;1921.260000;425;13112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
     3449693.000;0012620;LU0410168768;PART FDS OBLIGATIONS - AGREES;MORGAN STANLEY INVESTMENT FUNDS SICAV -;576;354;EUR;20032009;00000000;0.0000000000;0.000000;;;0;49.310000;425;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
    18112844.000;0012620;LU0712123511;PART FDS OBLIGATIONS - AGREES;MORGAN STANLEY INVESTMENT FUNDS SICAV -;576;354;EUR;02042012;00000000;0.0000000000;0.000000;;;0;32.560000;425;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
    24578063.000;0012620;LU1073897255;PART FDS OBLIGATIONS - GROUPE;INDOSUEZ FUNDS SICAV - EURO BONDS SHS;576;354;EUR;21102014;00000000;0.0000000000;0.000000;;;0;111.350000;420;13112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
    41246104.000;0012620;LU1585265066;PART FDS OBLIGATIONS - AGREES;TIKEHAU FUND SICAV - TIKEHAU SHORT;576;999;EUR;01092020;00000000;0.0000000000;0.000000;;;0;132.080000;425;13112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
    44433685.000;0012620;LU1901202363;PART FDS DIVERS - STANDARD;DHARMARESEARCH S.A. SICAV-RAIF - DR;576;430;EUR;00000000;00000000;0.0000000000;0.000000;;;0;106.600000;437;07112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
     1865947.000;0531890;VGG7238P1146;PART FDS ALT - STANDARD;PRIMA CAPITAL FUND LTD RED.PREF.SHS -D-;967;354;EUR;31031992;00000000;0.0100000000;0.000000;;;0;426.010000;43E;07112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
     3624607.000;0531890;DE000A0S9GB0;EXCHANGE TRADED COMMODITIES;DT BOERSE COMM EXCHANGE TRADED PRODUCT;044;044;EUR;29112007;00000000;0.0000000000;0.000000;;;0;115.360000;407;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
    13281365.000;0531890;LU0646914142;PART FDS OBLIGATION - STANDARD;ARCANO FUND SICAV-SIF - EUROPEAN INCOME;576;354;EUR;31012012;00000000;0.0000000000;0.000000;;;0;187.720000;435;13112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
    29226486.000;0531890;FR0012903250;PART FDS CT - GROUPE;BFT AUREUS ISR FCP PARTS -PC-;369;354;EUR;13102020;00000000;0.0000000000;0.000000;;;0;108.048690;423;13112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
    33531414.000;0531890;IE00BD08G390;PART FDS DIVERS - STANDARD;MONTLAKE UCITS PLATFORM ICAV -;510;9BD;EUR;05062018;00000000;0.0000000000;0.000000;;;0;82.797100;437;13112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
    38647309.000;0531890;LU1693257310;PART FDS OBLIGATION - STANDARD;EUROPEAN SECURED LENDING S.A. SICAV-RAIF;576;354;EUR;28062019;00000000;0.0000000000;0.000000;;;0;141.460000;435;31102025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
    44433675.000;0531890;LU1901202280;PART FDS ACTIONS - STANDARD;DHARMARESEARCH S.A. SICAV-RAIF - DR;576;430;EUR;00000000;00000000;0.0000000000;0.000000;;;0;180.410000;436;07112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
    44433685.000;0531890;LU1901202363;PART FDS DIVERS - STANDARD;DHARMARESEARCH S.A. SICAV-RAIF - DR;576;430;EUR;00000000;00000000;0.0000000000;0.000000;;;0;106.600000;437;07112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
    46907614.000;0531890;XS1964617879;OBLIGATION ORDINAIRE;CEMEX 3.125 % BONDS 2019-19.03.26;628;186;EUR;19032019;19032026;1000.0000000000;3.125000;EUR;2019;2;99.955000;200;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
    50758885.000;0531890;XS2072829794;NOTES;NETFLIX 3.625 % NOTES 2019-15.06.30 REG;333;186;EUR;25102019;15062030;1000.0000000000;3.625000;EUR;2020;2;102.830000;170;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
    52245175.000;0531890;FR0013479722;OBLIGATION ORDINAIRE;FIB 6 % BONDS 2020-30.01.25 REG S;369;186;EUR;30012020;30012025;1000.0000000000;6.000000;EUR;2020;1;11.436000;200;23102025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   125925496.000;0531890;XD1259254963;PART FDS ALT - OFF-SHORE;PETERS THEMATIC SPC FUND LTD SHS -C-;202;999;USD;00000000;00000000;0.0100000000;0.000000;;;0;741.632400;41E;30092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
   126657524.000;0531890;FR001400HOZ2;NOTES;BANQUE POSTALE 4 % EURO MEDIUM TERM;369;186;EUR;03052023;03052028;100000.0000000000;4.000000;EUR;2024;1;102.955000;170;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
   127535618.000;0531890;FR001400IEQ0;NOTES;RCI BANQUE 4.875 % EURO MEDIUM TERM;369;186;EUR;14062023;14062028;1000.0000000000;4.875000;EUR;2023;1;104.200000;170;14112025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
